orix,oriy,oriz,gyrox,gyroy,gyroz,linerx,linery,linerz,accx,accy,accz,gravx,gravy,gravz,temp,ms
79.88,29.25,-1.81,-4.28,0.42,-3.22,9.05,6.23,-0.55,13.29,5.69,8.02,4.73,0.04,8.58,28,10.59
82.00,28.88,-0.25,-4.31,0.60,-2.74,8.43,5.58,-0.46,13.10,5.35,8.14,4.67,-0.22,8.61,28,11.35
83.88,28.44,1.44,-4.39,0.80,-2.22,8.19,5.64,-0.28,12.78,5.11,8.36,4.59,-0.52,8.64,28,8.93
85.44,27.94,3.44,-4.52,0.99,-1.68,7.91,5.80,-0.74,12.42,4.93,7.92,4.50,-0.87,8.66,28,10.59
86.69,27.38,5.69,-4.95,1.22,-0.62,7.67,6.20,-0.95,12.08,4.94,7.70,4.41,-1.26,8.66,28,11.54
88.56,26.06,11.00,-5.18,1.22,-0.15,7.39,6.43,-0.89,11.71,4.74,7.75,4.20,-2.14,8.59,28,10.46
89.19,25.38,14.00,-5.38,1.19,0.30,7.31,6.46,-0.84,11.52,4.31,7.75,4.20,-2.14,8.59,28,8.63
89.50,24.69,17.19,-5.51,1.12,0.74,6.59,5.77,-1.44,10.69,3.14,7.06,3.98,-3.13,8.39,28,10.76
89.63,23.94,20.44,-5.53,1.01,1.19,6.10,5.86,-1.78,9.71,2.04,6.79,3.85,-3.63,8.24,28,10.94
89.50,23.13,23.75,-5.39,0.77,2.06,5.86,4.98,-1.09,9.58,0.85,6.97,3.72,-4.13,8.07,28,11.44
88.38,21.25,30.44,-5.32,0.65,2.52,5.72,5.38,-1.36,9.29,0.75,6.51,3.56,-4.63,7.87,28,12.01
87.38,20.19,33.81,-5.23,0.50,2.96,5.51,5.79,-1.60,8.90,0.66,6.03,3.38,-5.12,7.64,28,8.66
86.13,18.94,37.19,-5.14,0.30,3.35,5.35,6.07,-1.90,8.55,0.46,5.47,3.19,-5.60,7.38,28,10.38
84.56,17.63,40.50,-5.06,0.06,3.71,4.90,6.83,-2.70,7.52,0.35,4.34,2.74,-6.52,6.79,28,10.0
82.75,16.19,43.81,-4.96,-0.22,4.07,5.27,7.65,-2.72,7.76,0.71,3.73,2.48,-6.94,6.46,28,11.74
80.56,14.69,47.00,-4.85,-0.54,4.42,5.27,7.65,-2.72,8.80,0.78,3.44,2.22,-7.33,6.11,28,8.57
78.13,13.06,50.19,-4.72,-0.91,4.70,6.58,8.12,-2.66,12.01,0.00,4.24,1.93,-7.69,5.75,28,10.01
75.44,11.38,53.19,-4.29,-1.42,4.84,13.60,7.92,-2.39,15.25,-0.08,3.01,1.64,-8.01,5.40,28,11.68
69.94,7.94,58.50,-3.97,-1.34,4.57,15.92,7.20,-2.40,17.28,-1.08,2.66,1.06,-8.50,4.76,28,12.13
67.38,6.19,60.69,-3.61,-1.14,4.23,14.93,6.93,-3.81,15.99,-1.56,0.95,1.06,-8.50,4.76,28,8.13
65.00,4.56,62.63,-3.22,-0.99,3.92,12.19,8.21,-3.73,12.97,-0.46,0.75,0.51,-8.82,4.23,28,10.96
62.69,3.00,64.31,-2.88,-1.01,3.67,8.26,9.10,-2.21,8.52,0.16,1.79,0.26,-8.94,4.01,28,10.33
60.38,1.50,65.81,-2.36,-1.41,3.37,8.00,9.17,-1.85,8.02,0.13,1.95,0.02,-9.03,3.80,28,12.12
55.50,-1.19,68.31,-2.15,-1.70,3.34,8.35,8.84,-1.04,8.14,-0.26,2.57,-0.20,-9.11,3.61,28,10.01
52.88,-2.56,69.31,-1.96,-1.97,3.39,9.05,8.78,-0.02,8.60,-0.38,3.42,-0.44,-9.16,3.45,28,10.6
50.06,-3.94,70.25,-1.79,-2.16,3.49,11.76,9.75,1.43,11.83,1.32,4.99,-0.92,-9.22,3.18,28,10.92
47.13,-5.38,70.94,-1.57,-2.29,3.58,12.76,10.55,1.81,12.09,1.64,5.38,-1.17,-9.23,3.08,28,11.02
44.13,-6.88,71.50,-1.32,-2.38,3.61,12.90,11.76,2.42,11.47,2.54,5.44,-1.42,-9.22,3.01,28,11.44
41.06,-8.31,71.81,-1.12,-2.46,3.59,12.49,12.17,2.69,10.82,2.98,5.66,-1.66,-9.19,2.97,28,8.89
38.06,-9.75,72.06,-0.89,-2.64,3.48,12.07,12.48,2.86,10.16,3.32,5.80,-1.90,-9.16,2.93,28,10.2
31.94,-12.50,72.25,-0.90,-2.76,3.41,11.55,12.78,2.74,9.42,3.66,5.65,-2.12,-9.12,2.91,28,10.18
28.81,-13.75,72.31,-0.97,-2.91,3.32,10.92,13.20,2.97,8.79,4.27,6.14,-2.53,-9.02,2.86,28,11.58
25.75,-14.94,72.38,-1.07,-3.06,3.21,11.32,13.30,3.27,8.78,4.51,6.26,-2.71,-8.98,2.84,28,10.09
22.56,-16.06,72.38,-1.18,-3.20,3.11,11.50,13.49,3.42,8.90,4.33,6.69,-2.88,-8.93,2.82,28,11.36
19.44,-17.06,72.44,-1.31,-3.45,2.99,12.20,13.08,4.33,9.14,4.20,7.14,-3.05,-8.88,2.81,28,11.24
13.06,-19.13,72.38,-1.35,-3.52,3.02,12.73,12.87,4.69,9.52,4.04,7.50,-3.21,-8.83,2.80,28,11.13
9.75,-20.19,72.25,-1.38,-3.52,3.12,13.37,12.76,5.79,9.98,3.99,8.59,-3.38,-8.76,2.79,28,10.82
6.38,-21.31,72.13,-1.42,-3.46,3.28,15.48,12.99,7.36,11.91,4.30,10.15,-3.56,-8.69,2.79,28,9.07
2.94,-22.56,72.00,-1.47,-3.40,3.49,16.73,13.28,8.05,14.11,4.57,11.61,-3.98,-8.51,2.79,28,11.67
359.31,-23.94,71.81,-1.65,-3.35,4.03,21.16,12.26,11.37,16.93,3.86,14.16,-4.22,-8.39,2.78,28,11.37
351.50,-27.25,71.38,-1.82,-3.30,4.42,22.83,11.41,13.79,18.34,3.15,16.58,-4.49,-8.26,2.78,28,10.2
347.19,-29.38,71.31,-2.24,-2.94,5.10,7.67,-0.89,17.78,2.85,-8.98,20.52,-4.81,-8.09,2.73,28,11.45
342.25,-32.31,71.56,-2.90,-2.11,6.32,26.60,15.64,12.31,-25.38,-6.06,39.08,-5.66,-7.60,2.48,28,10.77
337.13,-35.25,71.88,-3.33,-2.36,6.30,18.87,11.58,-28.67,12.74,4.30,-26.31,-6.13,-7.28,2.35,28,9.72
332.13,-38.69,72.06,-1.99,0.60,6.59,-7.45,-26.63,16.27,-14.04,-33.55,18.45,-6.59,-6.91,2.18,28,12.36
323.94,-45.25,71.69,-1.36,-1.11,6.08,-1.47,-5.55,28.85,-8.44,-12.09,31.02,-6.97,-6.54,2.16,28,9.95
320.19,-47.38,70.19,-1.21,-2.22,4.84,-3.02,-1.20,13.65,-10.24,-7.45,15.89,-7.42,-5.97,2.30,28,11.18
316.81,-49.19,68.88,-1.46,-2.14,4.18,-3.06,-5.75,13.36,-16.47,-7.52,16.08,-7.55,-5.78,2.36,28,11.41
313.56,-50.38,67.75,-2.10,-2.38,3.31,-8.85,-0.90,13.05,-16.49,-6.57,15.45,-7.63,-5.66,2.40,28,10.44
310.50,-51.06,67.00,-2.87,-2.73,2.52,-10.11,-1.86,13.10,-17.78,-7.47,15.52,-7.67,-5.60,2.42,28,11.22
307.44,-51.44,66.63,-4.08,-2.97,1.35,-10.23,-1.93,11.34,-17.90,-7.53,13.76,-7.67,-5.60,2.42,28,10.7
301.88,-51.25,66.81,-4.14,-2.91,0.83,-10.46,-1.26,11.53,-18.12,-6.90,13.94,-7.61,-5.70,2.39,28,11.34
299.50,-50.88,67.19,-4.06,-2.75,0.45,-10.88,-0.60,11.57,-19.25,-6.62,13.41,-7.56,-5.78,2.35,28,12.05
297.38,-50.44,67.81,-4.01,-2.52,0.15,-11.69,-0.84,11.05,-19.70,-6.46,12.84,-7.50,-5.88,2.29,27,10.64
295.44,-49.88,68.69,-4.11,-1.97,-0.43,-12.12,-0.02,10.05,-19.56,-6.03,12.25,-7.43,-6.00,2.19,27,12.09
292.19,-48.63,71.38,-4.23,-1.68,-0.68,-12.15,0.04,9.45,-19.51,-6.09,11.51,-7.36,-6.13,2.06,27,10.42
290.75,-47.94,73.06,-4.35,-1.41,-0.87,-11.90,0.21,7.91,-18.67,-4.68,9.79,-7.19,-6.43,1.71,27,11.56
289.44,-47.19,75.00,-4.42,-1.18,-1.04,-11.47,1.75,8.07,-18.77,-4.53,9.05,-7.10,-6.58,1.50,27,9.74
288.25,-46.44,77.13,-4.42,-0.92,-1.20,-11.93,2.84,6.41,-18.94,-3.89,7.67,-7.00,-6.74,1.26,27,12.18
287.31,-45.56,79.31,-4.23,-0.50,-1.58,-11.63,3.10,3.73,-18.53,-3.78,4.75,-6.89,-6.89,1.02,27,11.0
285.88,-43.69,83.69,-4.08,-0.41,-1.76,-11.25,3.00,2.91,-18.02,-4.03,3.68,-6.64,-7.19,0.52,27,12.15
285.38,-42.63,85.75,-3.95,-0.39,-1.88,-11.07,3.14,2.69,-17.71,-4.05,3.22,-6.50,-7.33,0.28,27,11.09
285.00,-41.50,87.75,-3.80,-0.40,-1.99,-10.75,3.32,2.30,-16.38,-3.82,3.11,-6.35,-7.47,0.05,27,10.16
284.69,-40.31,89.56,-3.43,-0.39,-2.21,-9.99,3.96,2.42,-16.19,-3.63,2.24,-6.19,-7.60,-0.17,27,11.37
284.50,-37.88,92.88,-3.22,-0.33,-2.30,-9.75,3.79,2.52,-15.77,-3.93,2.12,-6.02,-7.73,-0.39,27,11.07
284.63,-36.56,94.38,-2.98,-0.27,-2.38,-8.64,3.34,2.27,-14.48,-4.50,1.66,-5.84,-7.85,-0.60,27,10.13
284.94,-35.19,95.69,-2.75,-0.22,-2.44,-8.22,3.25,2.32,-13.88,-4.71,1.52,-5.46,-8.07,-0.99,27,10.5
285.31,-33.88,96.94,-2.56,-0.19,-2.44,-8.18,3.62,1.88,-13.46,-4.55,0.71,-5.27,-8.18,-1.17,27,11.64
285.75,-32.56,98.13,-2.23,-0.06,-2.48,-7.82,3.70,2.23,-12.90,-4.57,0.88,-5.08,-8.27,-1.34,27,10.76
287.06,-29.81,100.25,-2.08,0.01,-2.52,-7.46,4.51,3.09,-12.34,-3.85,1.57,-4.87,-8.37,-1.51,27,10.03
288.19,-28.38,101.19,-1.93,0.15,-2.58,-7.07,5.42,4.30,-11.74,-3.03,2.62,-4.66,-8.46,-1.67,27,11.15
289.31,-26.88,102.13,-1.79,0.38,-2.67,-6.05,6.19,6.14,-9.55,-2.74,5.66,-4.19,-8.63,-2.01,27,11.64
290.75,-25.31,103.06,-1.68,0.67,-2.79,-5.45,5.06,8.98,-9.38,-3.65,6.79,-3.93,-8.71,-2.18,27,10.74
292.50,-23.63,104.06,-1.56,1.49,-2.92,-5.77,3.86,8.20,-9.42,-4.91,5.83,-3.65,-8.78,-2.37,27,10.94
297.06,-20.06,106.13,-1.53,1.88,-2.82,-5.07,3.28,2.57,-8.44,-5.56,0.00,-3.36,-8.84,-2.56,27,11.35
299.63,-18.31,107.19,-1.45,2.05,-2.68,-5.28,3.78,0.96,-8.36,-5.10,-1.78,-2.80,-8.92,-2.92,27,10.21
302.13,-16.56,108.13,-1.34,1.98,-2.57,-5.83,5.04,-0.28,-9.18,-2.10,-3.27,-2.53,-8.95,-3.08,27,11.07
304.63,-14.94,108.94,-1.25,1.82,-2.53,-6.86,6.71,0.87,-9.12,-2.26,-2.34,-2.26,-8.98,-3.22,27,10.0
307.00,-13.31,109.75,-1.23,1.48,-2.69,-6.97,6.65,1.26,-8.95,-2.34,-2.09,-1.97,-8.99,-3.36,27,10.62
311.88,-9.88,111.19,-1.23,1.40,-2.81,-6.82,6.34,1.65,-8.50,-2.65,-1.84,-1.68,-9.00,-3.49,27,11.18
314.38,-8.13,111.88,-1.18,1.37,-2.88,-6.21,5.50,1.81,-7.55,-3.84,-1.76,-1.08,-9.00,-3.72,27,10.99
317.00,-6.31,112.44,-1.07,1.37,-2.92,-6.47,5.16,1.96,-6.82,-4.30,-1.76,-0.77,-8.99,-3.82,27,10.77
319.69,-4.50,113.00,-0.91,1.38,-2.95,-6.05,4.69,2.05,-5.42,-5.54,-0.68,-0.47,-8.98,-3.88,27,12.04
322.44,-2.75,113.38,-0.41,1.45,-2.86,-5.38,3.24,3.40,-5.55,-5.74,-0.52,-0.16,-8.98,-3.92,27,8.84
328.13,0.75,113.69,-0.11,1.59,-2.80,-5.57,2.94,2.89,-5.43,-6.03,-1.04,0.13,-8.97,-3.93,27,13.76
331.13,2.56,113.56,0.17,1.70,-2.76,-5.41,3.08,2.30,-4.97,-5.88,-1.61,0.74,-8.97,-3.87,27,9.9
334.06,4.31,113.31,0.39,1.75,-2.74,-5.26,3.67,2.11,-4.52,-5.30,-1.75,1.04,-8.97,-3.81,27,10.37
337.06,6.13,113.00,0.56,1.78,-2.76,-5.85,3.95,2.00,-4.81,-5.08,-1.43,1.36,-8.96,-3.73,27,11.06
340.00,7.94,112.56,0.73,1.74,-3.06,-5.28,2.84,2.57,-3.59,-6.10,-1.06,1.69,-8.94,-3.64,27,12.03
346.06,11.94,111.69,0.75,1.71,-3.26,-4.84,1.88,2.64,-2.81,-7.02,-0.90,2.03,-8.91,-3.54,27,11.54
349.13,14.00,111.25,0.74,1.66,-3.41,-4.77,1.43,3.29,-2.39,-7.42,-0.15,2.38,-8.86,-3.44,27,12.05
352.19,16.19,110.81,0.70,1.63,-3.55,-6.20,2.29,3.62,-3.46,-6.50,0.27,2.73,-8.80,-3.34,27,8.99
355.31,18.44,110.44,0.63,1.64,-3.73,-3.26,1.52,3.36,0.90,-8.26,0.35,3.48,-8.61,-3.14,27,12.47
358.50,20.75,110.06,0.55,1.70,-3.87,-1.91,-0.63,3.27,1.93,-9.12,0.23,3.85,-8.49,-3.04,27,8.67
4.81,25.44,109.31,0.54,1.73,-3.82,-1.75,-1.33,3.34,2.45,-9.69,0.41,4.21,-8.35,-2.92,27,9.81
7.88,27.69,108.88,0.51,1.75,-3.74,-2.21,-1.26,3.28,2.34,-9.48,0.47,4.56,-8.21,-2.81,27,11.06
10.88,29.94,108.50,0.45,1.76,-3.65,-2.36,-1.81,3.46,2.52,-9.86,0.76,5.21,-7.89,-2.58,27,10.7
13.81,32.13,108.13,0.35,1.78,-3.57,-2.59,-1.91,3.48,2.87,-9.51,0.83,5.52,-7.71,-2.47,27,11.32
16.75,34.25,107.75,0.21,1.81,-3.51,-3.12,-2.26,2.62,2.70,-9.79,0.25,5.82,-7.52,-2.37,27,10.76
19.69,36.44,107.44,0.04,1.82,-3.48,-2.92,-1.55,2.91,3.19,-8.86,0.64,6.12,-7.31,-2.27,27,10.03
22.75,38.63,107.25,-0.39,1.90,-3.62,-1.81,-1.38,2.63,4.60,-8.47,0.45,6.41,-7.08,-2.18,27,10.86
29.19,43.06,107.13,-0.59,1.87,-3.68,-1.50,-1.51,2.54,5.19,-8.35,0.43,6.70,-6.84,-2.10,27,11.32
32.50,45.31,107.25,-0.81,1.77,-3.71,-0.89,-1.80,2.01,6.08,-8.38,-0.03,7.24,-6.30,-1.99,27,11.09
35.88,47.56,107.56,-1.06,1.65,-3.70,0.29,-2.99,1.54,7.53,-9.30,-0.45,7.48,-6.02,-1.96,27,10.18
39.25,49.75,108.06,-1.33,1.52,-3.62,0.85,-4.06,1.14,9.19,-10.22,-0.82,7.71,-5.73,-1.95,27,11.04
42.56,51.81,108.81,-1.85,1.25,-3.26,2.18,-4.83,0.82,10.09,-10.28,-1.14,7.91,-5.45,-1.96,27,11.93
49.13,55.50,110.88,-2.01,1.12,-3.00,2.57,-4.13,0.33,10.66,-9.31,-1.63,8.08,-5.18,-1.97,27,11.54
52.25,57.19,112.13,-2.10,1.00,-2.78,2.59,-2.98,-0.33,10.84,-7.90,-2.33,8.24,-4.92,-2.00,27,10.45
55.38,58.75,113.44,-2.11,0.90,-2.69,3.32,-0.77,-2.09,11.71,-5.43,-4.11,8.38,-4.66,-2.02,27,10.92
58.25,60.31,114.88,-1.90,0.81,-2.72,4.51,-1.48,-0.47,13.04,-5.82,-1.01,8.64,-4.14,-2.04,27,10.43
60.94,61.88,116.19,-1.50,0.79,-2.76,4.42,-1.22,1.35,13.20,-5.11,-0.65,8.77,-3.89,-2.01,27,10.07
66.31,65.06,118.38,-1.51,1.21,-2.66,4.75,-1.72,1.37,13.65,-5.36,-0.59,8.89,-3.63,-1.96,27,9.77
69.38,66.56,119.44,-2.00,1.36,-2.36,4.11,-3.30,2.10,13.11,-6.69,0.19,9.00,-3.39,-1.91,27,10.17
72.25,68.06,120.56,-2.00,1.36,-2.36,2.21,-3.45,2.52,11.31,-6.60,0.66,9.18,-2.92,-1.81,27,11.78
75.13,69.44,121.75,-2.22,1.27,-2.10,0.38,-2.86,1.88,8.03,-5.53,-0.49,9.24,-2.71,-1.80,27,11.09
77.88,70.56,123.69,-2.39,0.77,-1.91,-1.72,-2.28,1.82,7.57,-4.79,0.00,9.30,-2.50,-1.83,27,9.95
80.44,71.50,126.13,-2.38,0.38,-1.77,-1.76,-1.26,2.43,7.57,-3.59,0.54,9.33,-2.32,-1.88,27,10.27
83.56,72.19,129.13,-2.50,-0.27,-1.42,-1.58,0.44,2.42,7.78,-1.69,0.45,9.36,-2.14,-1.96,27,10.57
88.25,73.00,136.06,-2.58,-0.52,-1.21,-0.27,1.89,1.50,9.10,-0.09,-0.56,9.37,-1.98,-2.06,27,10.1
90.50,73.00,139.75,-2.67,-0.75,-0.92,0.49,1.39,1.72,10.56,-0.32,-0.58,9.36,-1.73,-2.31,27,12.0
92.63,72.81,143.19,-2.80,-0.96,-0.57,1.19,1.41,1.73,9.92,-1.15,0.27,9.34,-1.64,-2.46,27,9.94
94.94,72.38,146.19,-2.95,-1.08,-0.21,0.57,0.49,2.73,10.02,-0.94,0.35,9.31,-1.58,-2.61,27,12.66
96.94,71.81,148.75,-3.03,-1.18,0.37,0.31,1.17,3.17,9.60,-0.36,0.41,9.28,-1.53,-2.76,27,10.32
100.44,70.38,152.63,-2.88,-1.19,0.54,-0.08,1.51,2.87,9.15,0.01,-0.04,9.24,-1.50,-2.91,27,11.2
101.94,69.63,154.00,-2.67,-1.21,0.69,-0.42,1.64,1.49,8.76,0.15,-1.57,9.19,-1.49,-3.06,27,10.36
103.44,68.81,154.94,-2.43,-1.18,0.89,-0.58,2.24,1.82,8.56,0.74,-1.37,9.14,-1.49,-3.20,27,10.75
104.38,68.00,155.38,-2.20,-1.12,1.13,-2.00,1.87,2.17,7.03,0.29,-1.28,9.03,-1.58,-3.46,27,11.03
105.00,67.13,155.38,-1.76,-1.09,1.56,-1.67,3.19,1.41,7.29,1.53,-2.17,8.97,-1.65,-3.58,27,10.77
105.50,65.31,154.63,-1.48,-1.03,1.65,-1.09,5.08,-0.33,7.81,3.33,-4.03,8.91,-1.75,-3.69,27,10.02
105.75,64.50,154.00,-1.09,-0.87,1.61,0.37,5.73,0.77,9.22,3.88,-3.01,8.85,-1.84,-3.79,27,10.29
105.44,63.81,153.19,-0.74,-0.61,1.44,-1.65,2.13,2.77,7.14,0.18,-1.07,8.76,-2.04,-3.89,27,11.22
105.00,63.31,152.25,-0.44,-0.33,1.41,-1.69,2.44,3.32,7.75,1.52,-1.09,8.72,-2.16,-3.91,27,10.47
104.31,62.81,151.00,-0.25,-0.19,1.52,-0.25,3.37,1.65,8.42,1.06,-2.28,8.68,-2.30,-3.93,27,9.81
103.44,62.25,149.63,-0.14,-0.18,1.67,0.45,2.63,0.38,9.09,0.17,-3.56,8.63,-2.45,-3.95,27,10.77
102.75,61.63,148.13,0.11,-0.21,1.93,1.02,1.41,1.34,9.60,-1.20,-2.62,8.57,-2.61,-3.96,27,10.87
100.19,60.25,144.81,0.26,-0.15,2.01,2.21,1.49,1.08,10.73,-1.30,-2.88,8.51,-2.79,-3.97,27,11.01
98.69,59.56,143.06,0.40,-0.04,2.04,4.01,2.69,1.17,12.49,-0.87,-2.81,8.40,-3.15,-3.93,27,11.29
97.31,59.00,141.31,0.51,0.12,1.87,4.08,2.27,1.12,12.49,-0.87,-2.81,8.36,-3.31,-3.90,27,10.79
96.31,58.50,139.63,0.48,0.28,1.73,2.40,3.29,1.20,10.17,1.99,-2.68,8.31,-3.47,-3.87,28,10.07
95.13,57.94,138.06,0.23,0.25,1.91,2.89,4.01,0.91,11.15,0.37,-2.93,8.25,-3.63,-3.85,28,12.69
93.25,56.75,135.50,-0.04,0.27,1.71,3.26,3.37,1.54,11.46,-0.39,-2.28,8.20,-3.76,-3.83,28,10.92
92.69,56.31,134.44,-0.16,0.42,1.52,2.60,7.26,1.58,10.76,3.38,-2.22,8.16,-3.88,-3.80,28,9.71
92.69,55.94,133.44,-0.27,0.56,1.38,2.14,5.47,0.18,10.27,1.49,-3.58,8.12,-3.98,-3.77,28,10.49
92.50,55.69,132.56,-0.36,0.68,1.26,1.83,5.95,-0.19,10.00,1.03,-3.89,8.08,-4.13,-3.69,28,11.31
92.44,55.50,131.75,-0.44,0.73,1.11,4.03,3.38,0.68,12.11,-0.80,-2.96,8.07,-4.19,-3.65,28,12.08
92.63,55.44,131.06,-0.54,0.98,0.85,6.51,6.14,3.14,14.58,1.90,-0.45,8.07,-4.24,-3.59,28,9.73
92.94,55.44,130.31,-0.62,1.27,0.61,0.48,5.69,-1.71,8.58,1.42,-5.23,8.09,-4.26,-3.52,28,10.26
94.56,55.88,128.75,-0.58,1.36,0.44,-1.59,2.25,3.06,6.53,-2.02,-0.37,8.12,-4.28,-3.44,28,11.88
95.25,56.25,128.13,-0.48,1.26,0.23,-0.50,4.45,-0.94,7.64,0.16,-4.31,8.18,-4.27,-3.29,28,9.3
95.88,56.56,127.56,-0.42,1.07,0.07,0.46,3.85,-2.16,10.00,-1.12,-4.97,8.21,-4.26,-3.23,28,11.46
96.44,56.88,127.13,-0.35,0.91,0.03,1.78,3.13,-1.73,10.11,-0.85,-4.30,8.23,-4.26,-3.18,28,9.21
97.31,57.13,126.75,-0.27,0.78,0.02,1.83,2.80,0.81,10.09,-1.44,-2.32,8.25,-4.25,-3.14,28,9.03
97.75,57.31,126.44,-0.15,0.62,-0.09,2.34,3.20,1.43,10.62,-1.03,-1.66,8.28,-4.24,-3.09,28,12.11
98.50,57.88,125.81,-0.16,0.66,-0.12,2.58,2.25,2.63,10.89,-1.96,-0.42,8.33,-4.21,-3.00,28,11.54
98.94,58.13,125.44,-0.15,0.73,-0.14,2.35,1.87,1.98,10.69,-2.34,-1.01,8.36,-4.19,-2.94,28,10.24
99.63,58.44,125.00,-0.09,0.80,-0.14,2.51,1.98,1.63,10.87,-2.21,-1.30,8.38,-4.18,-2.87,28,10.14
100.00,58.75,124.44,0.03,0.82,-0.13,2.36,1.48,0.38,10.77,-2.70,-2.41,8.41,-4.18,-2.79,28,11.38
100.19,59.06,123.75,0.24,0.77,-0.05,1.56,1.79,-0.53,10.00,-2.38,-3.25,8.43,-4.18,-2.72,28,11.0
100.38,59.56,122.38,0.31,0.63,-0.06,2.07,1.85,-1.15,10.52,-2.33,-3.81,8.45,-4.19,-2.66,28,10.76
100.63,59.75,121.88,0.35,0.46,-0.07,0.78,3.04,-0.12,9.26,-1.14,-2.73,8.47,-4.19,-2.60,28,10.37
100.56,59.88,121.50,0.32,0.32,-0.09,1.38,2.13,0.35,10.01,-2.82,-2.10,8.49,-4.19,-2.54,28,11.03
100.50,59.94,121.25,0.23,0.17,-0.08,0.68,1.31,0.66,9.18,-2.87,-1.86,8.49,-4.19,-2.53,28,11.39
100.50,60.00,121.19,-0.01,-0.07,0.01,0.31,1.44,-0.16,8.80,-2.74,-2.70,8.49,-4.19,-2.54,28,9.75
100.50,59.94,121.19,-0.09,-0.21,0.03,0.08,1.58,0.13,8.57,-2.60,-2.43,8.48,-4.19,-2.56,28,10.96
100.63,59.75,121.75,-0.16,-0.32,0.05,0.21,1.48,0.22,8.69,-2.70,-2.37,8.47,-4.19,-2.59,28,9.87
100.63,59.63,122.13,-0.21,-0.40,0.09,0.71,1.27,0.10,9.67,-2.84,-2.41,8.44,-4.20,-2.68,28,12.35
100.50,59.38,122.56,-0.21,-0.46,0.15,1.22,1.35,0.26,9.65,-3.24,-2.29,8.42,-4.21,-2.73,28,10.42
100.38,59.13,122.94,-0.19,-0.51,0.20,1.23,0.97,0.44,9.35,-3.27,-2.60,8.39,-4.23,-2.79,28,10.02
100.25,58.88,123.38,-0.22,-0.57,0.28,0.76,0.82,-0.62,9.12,-3.42,-3.48,8.36,-4.25,-2.85,28,11.17
99.81,58.06,124.38,-0.36,-0.75,0.37,0.83,0.68,-0.55,9.16,-3.58,-3.48,8.32,-4.27,-2.92,28,10.81
99.63,57.63,125.06,-0.48,-0.85,0.41,0.87,0.46,-0.26,9.15,-3.82,-3.28,8.23,-4.30,-3.11,28,11.73
99.44,57.13,125.81,-0.57,-0.93,0.44,0.39,0.60,0.26,8.63,-3.70,-2.85,8.19,-4.32,-3.21,28,9.68
99.25,56.63,126.63,-0.62,-0.96,0.47,0.45,0.36,0.42,8.64,-3.96,-2.78,8.13,-4.34,-3.31,28,11.06
99.06,56.06,127.31,-0.60,-0.95,0.50,0.20,0.48,0.62,8.28,-3.89,-2.78,8.08,-4.37,-3.41,28,11.32
98.44,54.94,128.44,-0.44,-0.89,0.57,0.67,0.32,0.52,8.70,-4.07,-2.97,8.03,-4.40,-3.50,28,10.8
98.00,54.38,128.88,-0.35,-0.86,0.61,0.96,0.17,0.36,8.93,-4.26,-3.21,7.97,-4.43,-3.58,28,9.93
97.56,53.81,129.25,-0.31,-0.86,0.63,0.83,0.28,0.01,8.75,-4.18,-3.65,7.91,-4.47,-3.66,28,9.92
97.06,53.25,129.69,-0.35,-0.92,0.63,0.46,0.14,-0.59,8.12,-4.54,-4.32,7.79,-4.54,-3.84,28,11.43
96.63,52.63,130.19,-0.40,-0.99,0.61,0.20,0.17,0.08,7.93,-4.39,-3.85,7.73,-4.56,-3.93,28,11.6
96.13,52.00,130.75,-0.43,-1.08,0.47,0.08,0.07,0.21,7.75,-4.51,-3.81,7.66,-4.58,-4.03,28,9.56
95.75,51.44,131.31,-0.41,-1.09,0.38,-0.04,0.55,0.17,7.56,-4.04,-3.96,7.60,-4.59,-4.13,28,11.06
95.25,50.31,132.56,-0.38,-1.09,0.27,-0.08,0.41,0.20,7.46,-4.18,-4.02,7.55,-4.60,-4.23,28,10.02
94.88,49.88,133.19,-0.33,-1.09,0.16,-0.18,0.66,0.14,7.04,-3.60,-4.15,7.45,-4.59,-4.41,28,12.51
94.50,49.44,133.88,-0.27,-1.09,0.07,-0.40,0.99,0.26,6.78,-4.43,-0.22,7.40,-4.58,-4.50,28,11.03
94.19,49.00,134.50,-0.21,-1.08,-0.02,-0.62,0.15,4.27,6.05,-3.05,-3.92,7.36,-4.56,-4.59,28,10.47
94.13,48.63,135.19,-0.33,-1.03,-0.11,-1.27,0.50,0.46,6.05,-4.01,-4.22,7.33,-4.52,-4.68,28,10.54
94.25,48.06,136.94,-0.50,-1.08,-0.41,-0.05,0.41,-0.06,7.24,-4.05,-4.84,7.29,-4.46,-4.78,28,12.24
94.38,47.81,137.88,-0.54,-1.11,-0.46,-0.02,1.13,0.20,7.24,-3.27,-4.68,7.23,-4.35,-4.98,28,11.2
94.50,47.50,138.88,-0.51,-1.10,-0.49,0.05,1.28,0.54,7.28,-3.06,-4.44,7.20,-4.29,-5.07,28,10.32
94.69,47.25,139.75,-0.42,-1.06,-0.53,0.38,0.99,0.44,7.74,-3.38,-4.50,7.17,-4.24,-5.16,28,10.47
94.75,47.00,140.56,-0.30,-1.02,-0.55,0.69,0.83,0.85,7.84,-3.36,-4.37,7.15,-4.19,-5.23,28,10.88
94.56,46.56,141.81,-0.05,-0.87,-0.45,1.01,1.40,0.55,8.14,-2.75,-4.74,7.12,-4.16,-5.29,28,12.72
